GeneID	ExpressionLevel
AT1G04430	82.98181818181818
AT1G04433	0.43333333333333335
AT1G04437	0.6954545454545454
AT1G04440	46.31818181818182
AT1G04445	0.47500000000000003
AT1G04447	0.3
AT1G04450	23.685714285714287
AT1G04453	0.30000000000000004
AT1G04455	1.6285714285714283
AT1G04467	1.248936170212766
AT1G04470	107.74285714285713
AT1G04473	1.0568627450980392
AT1G04477	2.182
AT1G04480	249.01818181818183
AT1G04483	0.4499999999999999
AT1G04490	1.2396226415094342
AT1G04493	0.2
AT1G04500	1.7218749999999998
AT1G04510	45.123636363636365
AT1G04513	0.1
AT1G04517	214.45000000000002
AT1G04520	21.185185185185187
AT1G04523	0.42500000000000004
AT1G04527	103.22666666666667
AT1G04530	66.42592592592592
AT1G04533	0.28
AT1G04540	36.49090909090909
AT1G04547	1.4
AT1G04550	25.40181818181818
AT1G04555	10.110909090909091
AT1G04560	1.7
AT1G04563	0.7222222222222222
AT1G04567	0.9424999999999999
AT1G04570	2.2854545454545456
AT1G04577	0.6322580645161291
AT1G04580	1.78
AT1G04587	1.5702127659574467
AT1G04590	25.396363636363635
AT1G04593	0.3
AT1G04597	0.4666666666666666
AT1G04600	1.274
AT1G04603	1.0
AT1G04607	0.3
AT1G04610	2.5909090909090904
AT1G04620	26.25090909090909
AT1G04625	0.44000000000000006
AT1G04630	68.07272727272728
AT1G04635	5.047272727272728
AT1G04640	34.00363636363637
AT1G04645	2.858333333333333
AT1G04647	0.3
AT1G04650	2.0666666666666664
AT1G04653	0.9
AT1G04660	2.062745098039216
AT1G04667	1.0
AT1G04670	11.609090909090908
AT1G04673	0.3666666666666667
AT1G04677	0.32
AT1G04680	89.06909090909092
AT1G04683	0.4000000000000001
AT1G04690	98.97272727272727
AT1G04697	0.30000000000000004
AT1G04700	5.043636363636363
AT1G04703	0.3
AT1G04710	22.745454545454546
AT1G04717	0.30000000000000004
AT1G04720	6.640000000000001
AT1G04723	0.3885714285714286
AT1G04730	4.705454545454546
AT1G04737	0.30526315789473685
AT1G04747	0.4
AT1G04750	77.9
